text,sentiment
pelayanan sudah sampai mayoritas oke,neutral
barang tidak istimewa untuk harganya,neutral
barang b aja untuk harganya,neutral
pengirimannya tidak mengecewakan tidak ada yang spesial,neutral
kualitas sesuai harga so-so,neutral
beli seller ini tidak istimewa tidak kecewa tidak juga wow,neutral
cukup oke dengan toko ini,neutral
tokonya rata-rata tidak ada yang spesial,neutral
produknya biasa saja tidak ada yang spesial,neutral
cukup oke saja barang ini untuk pemula,neutral
seller standar toko normal,neutral
barang standar untuk harganya,neutral
barang ini tidak ada yang spesial,neutral
kualitas ini so-so,neutral
rata-rata saja seller ini untuk pemula,neutral
beli barang ini standar tidak kecewa tidak juga wow,neutral
produk ini normal,neutral
tidak ada yang spesial saja harga ini untuk pemula,neutral
pengiriman standar kualitas cukup oke,neutral
pengiriman standar pelayanan standar,neutral
tidak ada masalah dengan seller ini tidak ada masalah,neutral
seller sudah sampai b aja,neutral
tidak ada masalah dengan pelayanan ini standar,neutral
cukup puas dengan produk ini,neutral
seller cukup ramah toko tidak ada yang spesial,neutral
seller cukup ramah harga lumayan lah,neutral
pelayanan ini b aja,neutral
barang berfungsi baik,neutral
produk berfungsi normal,neutral
harga sudah sampai biasa saja,neutral
kualitas rata-rata lumayan lah,neutral
seller cukup baik untuk harganya,neutral
cukup saja pelayanan ini untuk pemula,neutral
kualitas rata-rata lumayan,neutral
pelayanan ini biasa aja,neutral
toko berfungsi normal,neutral
toko rata-rata untuk harganya,neutral
harganya tidak mengecewakan tidak ada yang spesial,neutral
pengiriman ini tidak terlalu wow,neutral
cukup saja seller ini untuk pemula,neutral
barangnya tidak ada masalah tidak ada yang spesial,neutral
toko berfungsi baik,neutral
toko biasa saja untuk harganya,neutral
seller mayoritas oke untuk harganya,neutral
produk ini cukup oke,neutral
seller standar kualitas biasa aja,neutral
kualitas sesuai harga tidak ada masalah,neutral
pengiriman standar produk cukup baik,neutral
seller standar toko so-so,neutral
beli toko ini standar tidak kecewa tidak juga wow,neutral
pengiriman biasa saja untuk harganya,neutral
pengiriman standar kualitas tidak terlalu wow,neutral
kualitas standar standar,neutral
kualitas lumayan lah untuk harganya,neutral
pengirimannya standar tidak ada yang spesial,neutral
tidak ada masalah dengan pengiriman ini tidak ada masalah,neutral
harganya standar tidak ada yang spesial,neutral
toko tidak ada masalah untuk harganya,neutral
cukup puas saja pelayanan ini untuk pemula,neutral
beli produk ini tidak terlalu wow tidak kecewa tidak juga wow,neutral
tidak ada masalah dengan toko ini biasa aja,neutral
beli pelayanan ini standar tidak kecewa tidak juga wow,neutral
tidak ada masalah dengan harga ini biasa aja,neutral
tidak ada masalah dengan seller ini lumayan lah,neutral
tidak ada masalah dengan harga ini tidak istimewa,neutral
tidak ada masalah dengan kualitas ini tidak terlalu wow,neutral
pengiriman biasa pengiriman sesuai harga,neutral
kualitasnya so-so tidak ada yang spesial,neutral
normal saja pelayanan ini untuk pemula,neutral
kualitas rata-rata rata-rata,neutral
beli barang ini so-so tidak kecewa tidak juga wow,neutral
kualitas standar cukup puas,neutral
seller standar seller tidak terlalu wow,neutral
seller sudah sampai biasa saja,neutral
kualitas sesuai harga biasa saja,neutral
tidak ada masalah dengan pelayanan ini lumayan,neutral
lumayan saja pengiriman ini untuk pemula,neutral
pelayanan sudah sampai tidak istimewa,neutral
tidak mengecewakan saja pelayanan ini untuk pemula,neutral
kualitas ini sesuai harga,neutral
barang berfungsi biasa,neutral
tidak terlalu wow saja pengiriman ini untuk pemula,neutral
beli seller ini cukup baik tidak kecewa tidak juga wow,neutral
beli produk ini cukup tidak kecewa tidak juga wow,neutral
tidak ada masalah dengan seller ini rata-rata,neutral
beli kualitas ini sesuai harga tidak kecewa tidak juga wow,neutral
seller cukup ramah pengiriman so-so,neutral
seller standar pengiriman sesuai harga,neutral
toko sudah sampai tidak ada yang spesial,neutral
cukup oke saja pelayanan ini untuk pemula,neutral
cukup puas dengan barang ini,neutral
tidak ada masalah dengan produk ini mayoritas oke,neutral
kualitas sudah sampai normal,neutral
harga ini tidak ada masalah,neutral
beli pelayanan ini lumayan tidak kecewa tidak juga wow,neutral
lumayan lah saja kualitas ini untuk pemula,neutral
beli harga ini biasa aja tidak kecewa tidak juga wow,neutral
pelayanannya biasa aja tidak ada yang spesial,neutral
pelayanan mayoritas oke untuk harganya,neutral
kualitas rata-rata cukup,neutral
harga cukup baik untuk harganya,neutral
harganya rata-rata tidak ada yang spesial,neutral
pengiriman standar pengiriman lumayan lah,neutral
kualitas standar tidak terlalu wow,neutral
biasa saja saja barang ini untuk pemula,neutral
so-so saja toko ini untuk pemula,neutral
pengirimannya lumayan tidak ada yang spesial,neutral
seller tidak mengecewakan untuk harganya,neutral
harga ini biasa aja,neutral
pengiriman biasa barang standar,neutral
sesuai harga saja seller ini untuk pemula,neutral
pengiriman tidak terlalu wow untuk harganya,neutral
beli seller ini cukup oke tidak kecewa tidak juga wow,neutral
beli pelayanan ini biasa saja tidak kecewa tidak juga wow,neutral
barang lumayan untuk harganya,neutral
seller biasa saja kualitas mayoritas oke,neutral
tidak ada masalah dengan harga ini biasa saja,neutral
tidak ada masalah dengan barang ini tidak terlalu wow,neutral
barang ini cukup puas,neutral
barang ini so-so,neutral
kualitas sesuai harga tidak istimewa,neutral
tidak istimewa saja barang ini untuk pemula,neutral
toko sudah sampai cukup,neutral
tidak ada masalah dengan produk ini b aja,neutral
kualitas standar normal,neutral
kualitas rata-rata normal,neutral
produk biasa saja untuk harganya,neutral
harganya sesuai harga tidak ada yang spesial,neutral
tidak ada masalah dengan pelayanan ini tidak ada yang spesial,neutral
cukup oke dengan kualitas ini,neutral
barangnya tidak ada yang spesial tidak ada yang spesial,neutral
cukup puas saja produk ini untuk pemula,neutral
kualitas cukup oke untuk harganya,neutral
barang sudah sampai sesuai harga,neutral
beli toko ini rata-rata tidak kecewa tidak juga wow,neutral
pengiriman normal pengiriman standar,neutral
pengiriman standar toko rata-rata,neutral
seller standar kualitas cukup puas,neutral
cukup puas dengan harga ini,neutral
pengiriman standar pelayanan biasa saja,neutral
pengiriman normal pengiriman mayoritas oke,neutral
harga sudah sampai normal,neutral
rata-rata saja toko ini untuk pemula,neutral
toko sudah sampai tidak terlalu wow,neutral
pelayanan lumayan lah untuk harganya,neutral
kualitas normal untuk harganya,neutral
kualitas sesuai harga tidak mengecewakan,neutral
beli barang ini cukup oke tidak kecewa tidak juga wow,neutral
produk ini cukup puas,neutral
seller cukup ramah pengiriman lumayan,neutral
pengiriman standar pengiriman cukup puas,neutral
beli kualitas ini normal tidak kecewa tidak juga wow,neutral
pengiriman biasa produk cukup baik,neutral
seller standar pelayanan biasa aja,neutral
cukup baik dengan pelayanan ini,neutral
beli toko ini so-so tidak kecewa tidak juga wow,neutral
pengiriman ini b aja,neutral
barangnya tidak mengecewakan tidak ada yang spesial,neutral
pengiriman normal produk sesuai harga,neutral
kualitas standar cukup,neutral
harga ini standar,neutral
beli kualitas ini tidak mengecewakan tidak kecewa tidak juga wow,neutral
seller standar pelayanan cukup,neutral
cukup saja harga ini untuk pemula,neutral
seller standar barang biasa aja,neutral
seller sudah sampai cukup baik,neutral
kualitas standar so-so,neutral
pengiriman standar toko lumayan lah,neutral
pelayanan ini tidak ada masalah,neutral
cukup oke dengan barang ini,neutral
kualitas rata-rata tidak mengecewakan,neutral
pelayanannya tidak ada yang spesial tidak ada yang spesial,neutral
cukup baik saja seller ini untuk pemula,neutral
pengiriman biasa barang b aja,neutral
pelayanannya mayoritas oke tidak ada yang spesial,neutral
seller biasa saja produk tidak ada yang spesial,neutral
pelayanan sudah sampai biasa aja,neutral
tidak ada masalah dengan produk ini tidak istimewa,neutral
pengiriman tidak ada masalah untuk harganya,neutral
sellernya lumayan lah tidak ada yang spesial,neutral
seller standar kualitas tidak ada yang spesial,neutral
beli harga ini tidak ada masalah tidak kecewa tidak juga wow,neutral
seller standar barang cukup baik,neutral
tidak ada masalah dengan seller ini normal,neutral
produk sesuai harga untuk harganya,neutral
kualitas rata-rata mayoritas oke,neutral
kualitas rata-rata standar,neutral
toko normal untuk harganya,neutral
seller standar produk mayoritas oke,neutral
seller ini cukup baik,neutral
seller berfungsi baik,neutral
seller standar barang mayoritas oke,neutral
barangnya tidak istimewa tidak ada yang spesial,neutral
seller standar seller tidak mengecewakan,neutral
seller ini sesuai harga,neutral
pengiriman normal pelayanan mayoritas oke,neutral
cukup puas saja kualitas ini untuk pemula,neutral
pengiriman biasa kualitas cukup,neutral
sellernya tidak terlalu wow tidak ada yang spesial,neutral
pengiriman biasa toko tidak mengecewakan,neutral
harga sudah sampai cukup,neutral
beli pengiriman ini tidak ada masalah tidak kecewa tidak juga wow,neutral
sellernya rata-rata tidak ada yang spesial,neutral
pelayanan b aja untuk harganya,neutral
seller cukup ramah barang cukup oke,neutral
pengiriman sudah sampai so-so,neutral
produk cukup untuk harganya,neutral
tidak ada masalah dengan kualitas ini lumayan lah,neutral
biasa aja saja kualitas ini untuk pemula,neutral
produknya lumayan lah tidak ada yang spesial,neutral
kualitas rata-rata cukup baik,neutral
seller biasa saja produk so-so,neutral
produknya tidak ada yang spesial tidak ada yang spesial,neutral
kualitas cukup untuk harganya,neutral
pengiriman biasa seller cukup,neutral
seller biasa saja produk cukup oke,neutral
kualitas tidak terlalu wow untuk harganya,neutral
seller cukup ramah harga tidak mengecewakan,neutral
pengirimannya tidak ada masalah tidak ada yang spesial,neutral
tidak ada masalah dengan produk ini tidak mengecewakan,neutral
kualitas sesuai harga biasa aja,neutral
harga sudah sampai standar,neutral
seller cukup ramah toko cukup,neutral
seller cukup ramah pengiriman rata-rata,neutral
toko berfungsi biasa,neutral
toko ini standar,neutral
barang sudah sampai cukup,neutral
cukup baik saja pengiriman ini untuk pemula,neutral
pengiriman standar harga biasa aja,neutral
kualitasnya cukup oke tidak ada yang spesial,neutral
tidak ada masalah dengan harga ini cukup oke,neutral
kualitas sesuai harga b aja,neutral
pelayanan sudah sampai sesuai harga,neutral
pengiriman berfungsi normal,neutral
pengirimannya sesuai harga tidak ada yang spesial,neutral
harganya normal tidak ada yang spesial,neutral
barang cukup oke untuk harganya,neutral
b aja saja produk ini untuk pemula,neutral
pengiriman biasa harga b aja,neutral
pelayanannya lumayan tidak ada yang spesial,neutral
pengiriman standar pelayanan tidak ada masalah,neutral
beli produk ini biasa saja tidak kecewa tidak juga wow,neutral
seller biasa saja harga so-so,neutral
seller cukup ramah pelayanan tidak terlalu wow,neutral
sellernya so-so tidak ada yang spesial,neutral
pengiriman standar kualitas tidak ada masalah,neutral
seller standar pengiriman standar,neutral
beli kualitas ini cukup baik tidak kecewa tidak juga wow,neutral
pelayanannya normal tidak ada yang spesial,neutral
tidak ada masalah dengan toko ini normal,neutral
biasa aja saja harga ini untuk pemula,neutral
kualitas berfungsi baik,neutral
tidak ada masalah dengan barang ini tidak ada yang spesial,neutral
pengiriman ini tidak mengecewakan,neutral
beli harga ini tidak mengecewakan tidak kecewa tidak juga wow,neutral
pengiriman standar kualitas so-so,neutral
seller ini standar,neutral
pengiriman biasa pengiriman cukup puas,neutral
seller standar pelayanan tidak istimewa,neutral
pengiriman standar toko tidak ada masalah,neutral
seller lumayan lah untuk harganya,neutral
toko sudah sampai normal,neutral
tidak ada masalah dengan seller ini cukup oke,neutral
pelayanan rata-rata untuk harganya,neutral
tidak istimewa saja kualitas ini untuk pemula,neutral
seller standar toko mayoritas oke,neutral
pelayanannya cukup tidak ada yang spesial,neutral
tidak ada masalah dengan barang ini standar,neutral
pelayanan sudah sampai cukup oke,neutral
cukup saja kualitas ini untuk pemula,neutral
pengirimannya tidak istimewa tidak ada yang spesial,neutral
harga ini rata-rata,neutral
beli pelayanan ini cukup puas tidak kecewa tidak juga wow,neutral
seller cukup ramah seller biasa aja,neutral
tidak terlalu wow saja kualitas ini untuk pemula,neutral
pengiriman standar pengiriman cukup oke,neutral
tidak ada masalah dengan kualitas ini normal,neutral
produk sudah sampai biasa saja,neutral
toko ini b aja,neutral
produk sudah sampai mayoritas oke,neutral
pengiriman sudah sampai biasa saja,neutral
kualitas standar sesuai harga,neutral
tidak ada masalah dengan seller ini cukup,neutral
tidak ada masalah dengan pengiriman ini tidak mengecewakan,neutral
kualitas sudah sampai mayoritas oke,neutral
tidak ada masalah saja toko ini untuk pemula,neutral
toko sudah sampai sesuai harga,neutral
pengiriman normal pelayanan lumayan,neutral
kualitas sesuai harga tidak ada yang spesial,neutral
kualitas tidak mengecewakan untuk harganya,neutral
cukup puas dengan toko ini,neutral
beli produk ini cukup baik tidak kecewa tidak juga wow,neutral
pelayanan biasa saja untuk harganya,neutral
tidak ada masalah dengan kualitas ini b aja,neutral
pengiriman standar produk rata-rata,neutral
pelayanan lumayan untuk harganya,neutral
seller sudah sampai cukup oke,neutral
kualitasnya cukup tidak ada yang spesial,neutral
barang ini cukup baik,neutral
tidak ada masalah dengan toko ini cukup baik,neutral
beli produk ini sesuai harga tidak kecewa tidak juga wow,neutral
sesuai harga saja toko ini untuk pemula,neutral
tidak ada masalah dengan kualitas ini rata-rata,neutral
beli barang ini tidak mengecewakan tidak kecewa tidak juga wow,neutral
kualitas berfungsi normal,neutral
seller biasa saja seller cukup baik,neutral
beli toko ini lumayan lah tidak kecewa tidak juga wow,neutral
pelayanannya b aja tidak ada yang spesial,neutral
harga lumayan untuk harganya,neutral
harga ini normal,neutral
beli barang ini normal tidak kecewa tidak juga wow,neutral
kualitas rata-rata so-so,neutral
beli seller ini so-so tidak kecewa tidak juga wow,neutral
beli pelayanan ini tidak mengecewakan tidak kecewa tidak juga wow,neutral
toko ini tidak ada masalah,neutral
beli toko ini sesuai harga tidak kecewa tidak juga wow,neutral
seller biasa saja harga rata-rata,neutral
beli toko ini tidak mengecewakan tidak kecewa tidak juga wow,neutral
seller standar pelayanan cukup oke,neutral
kualitas sudah sampai tidak terlalu wow,neutral
pengiriman standar produk biasa aja,neutral
tidak ada masalah dengan pelayanan ini biasa saja,neutral
beli barang ini tidak terlalu wow tidak kecewa tidak juga wow,neutral
tidak ada masalah dengan pengiriman ini biasa aja,neutral
b aja saja pelayanan ini untuk pemula,neutral
seller cukup ramah harga mayoritas oke,neutral
rata-rata saja barang ini untuk pemula,neutral
barangnya b aja tidak ada yang spesial,neutral
barangnya lumayan tidak ada yang spesial,neutral
seller standar seller b aja,neutral
kualitas rata-rata cukup puas,neutral
produk sudah sampai so-so,neutral
barangnya biasa saja tidak ada yang spesial,neutral
tokonya cukup oke tidak ada yang spesial,neutral
pengiriman biasa produk lumayan lah,neutral
produk sudah sampai cukup oke,neutral
tidak ada masalah dengan pengiriman ini sesuai harga,neutral
seller standar pelayanan tidak terlalu wow,neutral
cukup puas saja harga ini untuk pemula,neutral
tidak ada masalah saja seller ini untuk pemula,neutral
pelayanan tidak ada yang spesial untuk harganya,neutral
kualitas standar biasa aja,neutral
pengiriman biasa pelayanan tidak terlalu wow,neutral
seller cukup ramah harga rata-rata,neutral
seller biasa saja pengiriman cukup,neutral
pengiriman standar toko cukup,neutral
produk ini tidak istimewa,neutral
seller biasa saja pelayanan tidak istimewa,neutral
kualitas ini cukup baik,neutral
beli kualitas ini tidak terlalu wow tidak kecewa tidak juga wow,neutral
seller biasa saja barang lumayan,neutral
cukup baik dengan harga ini,neutral
barang sudah sampai cukup puas,neutral
tidak ada masalah dengan pengiriman ini cukup oke,neutral
beli harga ini b aja tidak kecewa tidak juga wow,neutral
seller standar kualitas lumayan,neutral
harga ini so-so,neutral
tidak ada masalah dengan seller ini standar,neutral
produknya cukup tidak ada yang spesial,neutral
kualitas ini biasa aja,neutral
harga ini tidak terlalu wow,neutral
seller biasa saja harga biasa aja,neutral
beli pengiriman ini normal tidak kecewa tidak juga wow,neutral
seller ini tidak ada masalah,neutral
tidak ada masalah dengan kualitas ini cukup,neutral
cukup oke dengan harga ini,neutral
toko cukup puas untuk harganya,neutral
tidak ada masalah dengan kualitas ini cukup oke,neutral
cukup baik dengan pengiriman ini,neutral
seller berfungsi biasa,neutral
seller biasa saja pengiriman cukup baik,neutral
kualitas mayoritas oke untuk harganya,neutral
pengiriman standar pengiriman rata-rata,neutral
pengiriman biasa produk tidak istimewa,neutral
seller biasa saja toko lumayan,neutral
pengirimannya so-so tidak ada yang spesial,neutral
produk cukup baik untuk harganya,neutral
seller biasa saja kualitas biasa saja,neutral
pengiriman biasa barang tidak istimewa,neutral
pengiriman normal pengiriman sesuai harga,neutral
kualitas standar lumayan lah,neutral
kualitasnya lumayan tidak ada yang spesial,neutral
tidak ada masalah dengan kualitas ini so-so,neutral
produk tidak istimewa untuk harganya,neutral
cukup saja pengiriman ini untuk pemula,neutral
tidak ada masalah dengan barang ini rata-rata,neutral
barang berfungsi normal,neutral
tokonya tidak terlalu wow tidak ada yang spesial,neutral
beli produk ini lumayan tidak kecewa tidak juga wow,neutral
kualitasnya rata-rata tidak ada yang spesial,neutral
so-so saja harga ini untuk pemula,neutral
tidak istimewa saja pengiriman ini untuk pemula,neutral
kualitas standar lumayan,neutral
tidak mengecewakan saja seller ini untuk pemula,neutral
normal saja barang ini untuk pemula,neutral
beli seller ini biasa aja tidak kecewa tidak juga wow,neutral
lumayan lah saja pengiriman ini untuk pemula,neutral
tidak ada masalah dengan pengiriman ini cukup puas,neutral
cukup baik dengan kualitas ini,neutral
seller cukup ramah toko tidak terlalu wow,neutral
cukup oke dengan pelayanan ini,neutral
seller standar pengiriman normal,neutral
pengiriman normal barang tidak ada yang spesial,neutral
pengiriman normal produk rata-rata,neutral
tidak ada masalah dengan seller ini tidak istimewa,neutral
barangnya normal tidak ada yang spesial,neutral
seller standar pengiriman lumayan lah,neutral
pengirimannya biasa saja tidak ada yang spesial,neutral
pengiriman normal toko normal,neutral
kualitas rata-rata b aja,neutral
beli harga ini tidak ada yang spesial tidak kecewa tidak juga wow,neutral
