text,clean_text,sentiment
"Maksud hati caper dari ahy/silvy, eh malah kena protes dari mereka <FACE WITH STUCK-OUT TOUNGES> <Rolling on the Floor Laughing> <Rolling on the Floor Laughing>",maksud hati caper ahysilvy eh malah kena protes mereka face with stuckout tounges rolling on the floor laughing rolling on the floor laughing,negative
AHY kalah.. Sisi negatif: Umat Islam tertunda dalam menempatkan pemimpin. Sisi positif: Umat Islam terhindar dari saling hujat & buka aib.,ahy kalah sisi negatif umat islam tunda tempat pimpin sisi positif umat islam hindar saling hujat buka aib,negative
"Ya Alloh Tuhan YME, AHY ternyata didukung senator beraura negatif #SenatorDKIDukungAgusSylvi",alloh tuhan yme ahy nyata dukung senator aura negatif,negative
wah si AHY 70% sentimennya negatif. Wkwkwk.<FACE WITH STUCK-OUT TOUNGES>,wah ahy sentimen negatif wkwkwkface with stuckout tounges,negative
Senjata makan tuan aka karma : #PopulerB1 2: Kicauan Negatif SBY Diyakini Pengaruhi Elektabilitas AHY <FACE WITH STUCK-OUT TOUNGES>,senjata makan tuan aka karma kicau negatif sby yakin pengaruh elektabilitas ahy face with stuckout tounges,negative
#AHY AniesHilangYa.. #AhokDjarotDiRosi. <Grimacing Face> <Grimacing Face>,anieshilangya grimacing face grimacing face,negative
#AHY Anies Hilang Ya di debat #ahokdjarotdirosi <Grimacing Face> <Grimacing Face>,anies hilang di debat grimacing face grimacing face,negative
2.mesti nyuruh mantan pemilih #AHY-#Sylvi buat pilih paslon #Anies-#Sandi !!! <Face With Open Mouth> <THUMBS UP> <OK HAND> <FOLDED HANDS> <Thinking Face> <Smiling Face With Sunglasses>,mesti nyuruh mantan pilih buat pilih paslon face with open mouth thumbs up oke hand folded hands thinking face smiling face with sunglasses,negative
"1.Kenape kagak dilawan ama pasangan #AHY-#DickyChandra buat Pilgub Jabar ??? Cuma Demokrat emang hrs tegas dulu buat Pilgub DKI, <Thinking Face> <Thinking Face> <Thinking Face>",kenape lawan ama pasang buat pilgub jabar cuma demokrat memang hrs tegas dulu buat pilgub dki thinking face thinking face thinking face,negative
Gara2 kemaren #AHY pake seragam hitam2 ??? <Thinking Face> <Thinking Face> <Thinking Face> <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Sunglasses> â¦,gara kemaren pakai seragam hitam thinking face thinking face thinking face smiling face with open mouth closed eyes smiling face with sunglasses,negative
ya pastilah #FPI kan tidak suka sama Ahok jadi pas #AHY udah kalah otomatis dukungannya lari ke mas #Anisa AniesSandi <Grimacing Face>,pasti suka sama ahok jadi pas kalah otomatis dukung lari mas aniessandi grimacing face,negative
Kirim ke aku saja Kaosnya... #AHY sejati <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,kirim saya kaos sejati smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes,negative
#ahy <Frowning Face>,frowning face,negative
"#AHY,humor,lagu, Kisah Sedih AHY di Balik Lagu Jatuh Bangun <Frowning Face> <Frowning Face>",humorlagu kisah sedih ahy balik lagu jatuh bangun frowning face frowning face,negative
"#AHY,Cuitan Hati SBY,Cuitan SBY, jokowi, mantan, mantan terindah,Pilgub DKI 2017 <Tongue> <Tongue>",cuit hati sbycuitan sby jokowi mantan mantan terindahpilgub dki tongue tongue,negative
"Owalah, kasihan kamu, Dik. Semoga kamu tidak jadi orang miskin, ya. Aamiin <THUMBS UP> #AHY selalu dihati <Tongue>",owalah kasihan kamu dik moga kamu jadi orang miskin aamiin thumbs up selalu hati tongue,negative
Aku bangga jadi anak memo. <Tongue> <Face With Stuck-Out Tongue & Closed Eyes> <FACE WITH TEARS OF JOY> #AHY #moshing,bangga jadi anak memo tongue face with stuckout tongue closed eyes face with tears of joy,negative
Pendukung #AHY sulit melupakan bully2 seperti ini <Thumbs Down>,dukung sulit lupa bully ini thumbs down,negative
"Versi #3 video #AHYANGaruk2Kepala terlihat bingung bicara banjir, kota apung <Face With Stuck-Out Tongue & Closed Eyes> di atas, permukaan tanah dan air, bikin bengong <Smiling Face With Open Mouth & Closed Eyes>",versi video lihat bingung bicara banjir kota apung face with stuckout tongue closed eyes atas muka tanah air buat bengong smiling face with open mouth closed eyes,negative
Deklarasi ini sepihak. Tanpa konsultasi dan persetujuan AHY.,deklarasi pihak konsultasi tuju ahy,negative
sudah kena telikung sekarang nama #AHY dibajak pula? <Face With Stuck-Out Tongue & Closed Eyes>,kena telikung sekarang nama bajak face with stuckout tongue closed eyes,negative
"Meski saya tak pilih #AHY, kok rasanya mules ya dengan kontestasi politik putaran 2 #politikpalsu cuih <Pig Nose> <Pig Nose>",meski tak NOT_pilih NOT_rasa mules dengan kontestasi politik putar cuih pig nose pig nose,negative
"Pak jangan biarkan pengorbanan dan perjuangan #AHY , Kita #Lawan Rezim Koplak ini ! #nunggu komando. <Fire> <Fire>",pak jangan NOT_biar NOT_korban juang rezim koplak komando fire fire,negative
Ayo pendukung AHY Dukung penggembosmu <Tongue> <Fire> <Fire>,ayo dukung ahy dukung gembos tongue fire fire,negative
#AHY #SBY #Jakarta #Jatim #Jabar #Presiden #NgopiSore Mau ke Mana AHY Setelah Nyungsep di Jakarta?,mau mana ahy nyungsep jakarta,negative
"Terima kasih mas , karenamu anak muda telah berani menyuarakan perubahan. Kami tetap bersamamu #YNWA",terima kasih mas karena anak muda berani suara ubah tetap sama,positive
KETEMU DI ISTIQLAL Bangga Pernah Jadi Bagian Dari dan,ketemu istiqlal bangga pernah jadi bagi dan,positive
"Terimakasih AHY-SILVY, tanpa kalian jakarta tidak akan mempunyai gubernur baru",terimakasih ahysilvy kalian jakarta akan punya gubernur baru,positive
saya lebih ke #AgusSilvy,lebih,positive
Cakeeepppp....#bersatunya pendukung #AniesSandi dan #agussilvy,cakeeepppp dukung,positive
Jangan lupa pilih paslon no. 1 #AgusSilvy #ForRI1,jangan NOT_lupa NOT_pilih paslon no,positive
SIAP RAPATKAN BARISAN SEMUA! SATU KOMANDO #agussilvy,siap rapat baris semua satu komando,positive
"Kalau putaran 2 ,, SIAP RAPAT KAN BARISAN SEMUA ! SATU KOMANDO ! #aniessandi #agussilvy",kalau putar siap rapat baris semua satu komando,positive
"Mengakui kekalahan, apapun itu tujuannya tapi great applause lah. Patut ditiru untuk demokrasi yang positif #AgusSilvy",aku kalah apa tuju great applause patut tiru demokrasi positif,positive
"baru quick count,Ttp kalau hasil kpud benar sampai 2putaran SIAP RAPAT KAN BARISAN SEMUA! SATU KOMANDO! #aniessandi #agussilvy",baru quick countttp kalau hasil kpud benar putar siap rapat baris semua satu komando,positive
"youtu.be/bxrZD69u61A tenang, bening, ..dan tulus. Mas Agus, mungkin di masa yg akan datang yaa mas.. #apreciate #agussilvy",youtubebxrzdua tenang bening tulus mas agus mungkin masa akan datang yaa mas,positive
Apapun hasilnya kau tetap kebanggaan kami #AgusSilvy,apa hasil kau tetap bangga,positive
"Ingat, fokus dan menangkan #AHY #AgusYudhoyono #RakernasDemokrat2017 #DemokratKelilingNusantara",ingat fokus menang,positive
Rakernas Partai Demokrat bersama AHY #ahy #partaidemokrat #lombok #gilitrawangan #mataramÃ¢â¬Â¦,rakernas partai demokrat sama ahy,positive
"Alhamdulillah.... #AHY tersambut hangat, mesra dan intim di NTB.",alhamdulillah sambut hangat mesra intim ntb,positive
Ngawal Abang dulu keliling Ampenan #AHY #fkppi #kawal #bodyguard #military #myjob,ngawal abang dulu keliling ampenan,positive
Tandatangan petisi Stop Hoax dan Fitnah serta mendukung gerakan Kebebasan Pers tanpa Hoax dan fitnah. #AHY #Demokrat #demokratbersamarakyat,tandatangan petisi stop hoax fitnah dukung gera bebas pers hoax fitnah,positive
#AHY#Demi.Indonesia,indonesia,positive
mestinya ya begitu ya Gus....#AHY negarawan.,mesti begitu gus negarawan,positive
"Demokrat dengan cinta, untuk NKRI, #AHY dan #Demokrat berbakti.",demokrat cinta nkri bakti,positive
#Karanganbungaahok jagoan kalah duluan ...klu gitu #Ahy dong jagoannya bukan ahok,jago kalah duluan klu jago bukan NOT_ahok,positive
Pesan #AHY jangan lupa gembira dan cinta Indonesia,pesan jangan NOT_lupa NOT_gembira cinta indonesia,positive
Mau jalan di tempat atau berlari menyongsong masa depan dari sekarang? #AHY menyongsong masa depan,mau jalan tempat lari songsong masa depan sekarang songsong masa depan,positive
Datang tampak muka pulang tampak punggung. Terima kasih Kepri #DemokratKelilingNusantara #AHY,datang tampak muka pulang tampak punggung terima kasih kepri,positive
#Setia HinggAHY akhir #Harapan #MasaDepanBangsa,hinggahy akhir,positive
#AHY menyapa #Selamatpagi INDONESIA,sapa indonesia,positive
#AHY Harapan & masa dpn Bangsa,harap masa dpn bangsa,positive
#Puisi Putri #AHY dan Para Wanita Penginspirasi Ã¢â¬Â¦ #SBY #Demokrat,putri para wanita inspirasi,positive
Mas Agus kasih kuliah umum nih #AHY,mas agus kasih kuliah umum,positive
"Kuliah umum ""mahasiswa perspektif untuk masa depan"" #AHY (at UMRAH DOMPAK) Ã¢â¬â",kuliah umum mahasiswa perspektif masa depan at umrah dompak,positive
Hmmmm calon tokoh dunia #AHY,hmmmm calon tokoh dunia,positive
Kini #AHY Lebih Gembira,kini lebih gembira,positive
Dan kita tetap #AHY,kita tetap,positive
"Logikanya pemilih #AHY putaran ke1 dipastikan punya psikologis yang sama dengan pemilih paslon 3, mereka ingin gubernur baru di Jakarta.",logika pilih putar pasti punya psikologis sama pilih paslon ingin gubernur baru jakarta,positive
"Olahraga dulu, AHY datang ke TPS siang hari #nasional #ahy #datang #dulu #hari #ke #olahraga #siang #tps",olahraga dulu ahy datang tps siang hari,positive
Setelah sebelumnya tidak pernah peduli #AHY,belum NOT_pernah NOT_peduli,positive
Semoga pemilih #AHY di putaran 1 di Kebon Kacang dan Kp. Bali beralih ke Anies-Sandi. #JakartaCoblos3,moga pilih putar kebon kacang kp bal alih aniessandi,positive
Yuk #AHY Fans dukung dan menangkan #GubernurMuslim,fans dukung menang,positive
"Bismillah, semoga esok Hari Jakarta memiliki pemimpin yang sesuai tuntunan AlQuran, diridhai Alloh swt",bismillah moga esok hari jakarta milik pimpin sesuai tuntun alquran diridhai alloh swt,positive
"#AHY Pemimpin, harapan, masa depan Bangsa.",pimpin harap masa depan bangsa,positive
#ahy terbaik,baik,positive
"Postingan 28 Januari 2017, meneduhkan. Tetep #AHY",postingan januari teduh tetep,positive
"Salam ""Wallahulmuwafiq IlaAqwamithoriq mencerminkan beliau NU sejak itu saya jatuh hati meski waktu itu saya #AHY",salam wallahulmuwafiq ilaaqwamithoriq cermin beliau nu sejak saya jatuh hati meski waktu saya,positive
Saya selalu suka dengan orang yang berjiwa besar #AHY,selalu suka orang jiwa besar,positive
AHY R1 2019.. boleh kalah di Pilgub #AHY,ahy r kalah pilgub,positive
#ahy aku pribadi kagum atas pribadi mu yes #bangga atas sikapmu,pribadi kagum atas pribadi mu yes atas sikap,positive
"Prananda Sebut #AHY Demokrat Sejati, Saya Kagum dan Salut #nasional",prananda sebut demokrat sejati kagum salut,positive
Waktu itu .... ah sudahlah <Frowning Face> : #AHY No. 1 <THUMBS UP> <THUMBS UP> <THUMBS UP>,waktu ah sudah frowning face no thumbs up thumbs up thumbs up,positive
Bangga melihat pernyataan #AHY ini. Ksatria.,bangga lihat nyata ksatria,positive
"Hayoo siapa aja yang sekarang sibuk hapus2in twit mereka sebelumnya, yang jelek2in #AHY? <FACE WITH STUCK-OUT TOUNGES> <FACE WITH TEARS OF JOY>",hayoo siapa sekarang sibuk hapusin twit belum NOT_jelekin NOT_face with stuckout tounges face with tears of joy,positive
#AHY juga bagus programnya mengenai Persija,bagus program kena persija,positive
Pingin lihat mas #AHY debat <FACE WITH STUCK-OUT TOUNGES>,pingin lihat mas debat face with stuckout tounges,positive
Wah.diam2 mereka jadi *tersepona dengan pesonanya #AHY dan akhirnya.. #GagalFokus deh! <FACE WITH STUCK-OUT TOUNGES> #AyoAgusYudhoyono,wahdiam jadi tersepona pesona akhir face with stuckout tounges,positive
#AHY dukung #HariSantriNasional,dukung,positive
Marasa beruntung sekali <SIGN OF THE HORNS> #ahy,marasa untung sekali sign of the horns,positive
#SekjenPartaiDemokrat: DiskusiPolitik&Bola Kami akan turunkan yang Terbaik untuk NKRI Kedepan #AHY#,diskusipolitikbola akan turun baik nkri depan,positive
#Djarot Apresiasi #AHY Relakan Relawannya Dukung #Ahok <Clapping Hands> <Clapping Hands> #merahputih #Indonesia #Jakarta #PilgubDKI #2017,apresiasi rela rawan dukung clapping hands clapping hands,positive
Kemenangan yang tertunda. Belajar dari segala kekalahan.Pernyataan yang bijaksana #AHY,menang tunda ajar segala kekalahanpernyataan bijaksana,positive
Politik santun dan bermartabat. <FOLDED HANDS> #AHY,politik santun martabat folded hands,positive
Gunawan dan Freely anggota DPRD Talaud ini mau pasang spanduk AHY di perbtasan Indonesia-Filipina. Lanjutkan,gunawan freely anggota dprd talaud mau pasang spanduk ahy perbtasan indonesiafilipina lanjut,positive
[ A H Y ] untuk semua ! . . . . . . . . #AHY #AHY4all #AHYforAll #AHYhargaMati #TNIâ¦,a h y semua,positive
"yang buat polling mbak, kami terbuka pemilih #AHY secara pribadi untuk bergabung, karena mbak bukan pengambil keputusan di timses <Smiling Face With Smiling Eyes>",buat polling mbak buka pilih pribadi gabung mbak bukan NOT_ambil NOT_putus timses smiling face with smiling eyes,positive
Sambutan hangat buat pendukung #AHY yang mau bergabung dengan kami <Smiling Face With Smiling Eyes> <FOLDED HANDS>,sambut hangat buat dukung mau gabung kami smiling face with smiling eyes folded hands,positive
12. #AHY dan SBY di puji dan dibela tanpa mereka merasa malu dan merasa bersalah demi mengharapkan dukungan politik dan massa demokrat!,sby puji bela mereka rasa malu rasa salah harap dukung politik massa demokrat,positive
"diberi nikmat bersyukur, diberi ujian bersabar.. selamat malam semuanya.. <Face Blowing a Kiss> <Face Blowing a Kiss>",beri nikmat syukur beri uji sabar selamat malam semua face blowing a kiss face blowing a kiss,positive
Bangga menjadi bagian dari perjuangannya <Face Blowing a Kiss> <Face Blowing a Kiss> #AHY,bangga jadi bagi juang face blowing a kiss face blowing a kiss,positive
Saya juga dan tidak pernah nyesal dukung beliau <Face Blowing a Kiss> <Face Blowing a Kiss> malah bngga sekali kehadirannya di Republik ini #AHY,juga tidak NOT_pernah NOT_nyesal dukung beliau face blowing a kiss face blowing a kiss malah bngga sekali hadir republik,positive
Pemimpin muda masa depan #AHY <Raising Hands> <Raising Hands> <Raising Hands>,pimpin muda masa depan raising hands raising hands raising hands,positive
Siapapun pemenang nya AHY tetap no 1 dan selalu dihati <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Open Mouth & Smiling Eyes> <Smiling Face With Smiling Eyes> <Face Savouring Delicious Food> <Kissing Face With Closed Eyes> <Face Blowing a Kiss> <SMILING FACE WITH HEART-EYES> #AHY #ahyâ¦,siapa menang ahy tetap no selalu hati smiling face with open mouth closed eyes smiling face with open mouth smiling eyes smiling face with smiling eyes face savouring delicious food kissing face with closed eyes face blowing a kiss smiling face with hearteyes,positive
Saya yakin rencana dan keputusan Allah selalu benar dan selalu lebih baik dari keputusan manusia. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #AHY,yakin rencana putus allah selalu benar selalu lebih baik putus manusia smiling face with smiling eyes smiling face with smiling eyes,positive
Mas #Agus Tetap Semangat . Pendukung #Ahy Jangan Tidur . #Basuki Maju Terus InsyaAllah Menang,mas tetap semangat dukung jangan NOT_tidur NOT_maju terus insyaallah menang,positive
keikhlasan berkorban #AHY tak bakal sia2 non,ikhlas korban tak NOT_bakal NOT_sia non,positive
tetep semangat mendharma baktikan jiwa dan raga untuk negeri ini <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #ahy #wpap #art,tetep semangat mendharma bakti jiwa raga negeri smiling face with smiling eyes smiling face with smiling eyes,positive
"AHY, Mundur Selangkah Untuk Melompat Tinggi #News #AHY",ahy mundur selang lompat tinggi,positive
"Jika sudah waktu nya, akan datang untuk nya ... #AHY",sudah waktu datang,positive
Membaca Strategi Politik SBY dalam Pencalonan Agus Yudhoyono #AHY,baca strategi politik sby calon agus yudhoyono,positive
Nunggu skenario selanjutnya..... #AHY,nunggu skenario lanjut,positive
Jangan kira skenario AHY cuma untuk menang Pilgub saja? AHY sudah pikirkan matang skenario jika kalah. Kalah pun dia menang sejatinya. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,jangan NOT_kira NOT_skenario ahy cuma menang pilgub ahy pikir matang skenario kalah kalah dia menang sejati smiling face with smiling eyes smiling face with smiling eyes,positive
Penista Agama #ahok,nista agama,negative
"Turun pangkat saja , Jakarta tidak butuh penista agama seperti kamu iya kamu",turun pangkat jakarta butuh nista agama kamu iya kamu,negative
"Waduh! , Ahok-Djarot Gunakan APBD Untuk Alat Kampanye Putaran Kedua",waduh ahokdjarot guna apbd alat kampanye putar dua,negative
"Sedihnya hari ini, Indonesia hanya sebatas Jakarta, Bhinneka hanya sebatas soal Ahok semata #SaveJakarta #SaveNKRI #1000lilin #AhokDjarot",sedih hari indonesia batas jakarta bhinneka batas soal ahok semata,negative
Kami sangat rasa kehilangan bapak ahok #ahok #ahokdjarot #teman #temanahokfair #temanahok,sangat rasa hilang bapak ahok,negative
"Kafirrrrrr dan menista ya??!#SaveAhok #RIPJUSTICEINDONESIA #Ahok #AhokDjarot Ã¢â¬â iqra, iqra, iqra !!!",kafirrrrrr nista iqra iqra iqra,negative
Lihat raut wajah bpk Djarot bikin miris. Sabar & kuatkan #IndonesiaBerkabung #AhokDjarot,lihat raut wajah bpk djarot buat miris sabar kuat,negative
"Remuk, negara nyata dalam ""pembohongan"". Sangat nyata.... masih belum terasa? Sejak dulu dan saat ini. Mulai Pakai OTAK. #Ahok #AhokDjarot",remuk negara nyata bohong sangat nyata belum NOT_asa NOT_sejak dulu saat mulai pakai otak,negative
Orang2 tidak tahu diri.Ikut pakai sarana umum tapi hina gubernurnya sendiri! #riphukum #RIPJusticeInIndonesia #AhokDjarot #AhokIsHope,orang tahu diriikut pakai sarana umum hina gubernur sendiri,negative
Remuk hatiku lihat Beliau #riphukum #RIPJusticeInIndonesia #freeahok #AhokDjarot #Ahok #AhokIsHope,remuk hati lihat beliau,negative
Ya beginilah politik Indonesia jaman sekarang.. Menyedihkan!! #riphukum #RIPJusticeInIndonesia #freeahok #AhokDjarot #Ahok #AhokIsHope,begini politik indonesia jaman sekarang sedih,negative
"Mental Tempe jadi benci Hukum Indonesa, mental BadJa terus berjuang. #indonesia #indonesiasatu #pancasila #AhokDjarot #AhokIsHope #Ahok",mental tempe jadi benci hukum indonesa mental badja terus juang,negative
Kematian hukum kebenaran di Indonesia #saveahok #ripjusticeindonesia #ahokdjarot #RIPJUSTICEINDONESIA #tegakkankebenaran,mati hukum benar indonesia,negative
habiburokhman sindir #Ahok via #puisi #Sembako #AniesSandiGubernurKita #AhokDjarot #AniesÃ¢â¬Â¦,habiburokhman sindir via,negative
DEDDY CORBUZIER SINDIR KARANGAN BUNGA AHOK. #indoharian #ahok #djarot #ahokdjarot #karanganbunga #DKI #Jakarta #DKIJakarta #memepolitik,deddy corbuzier sindir karang bunga ahok,negative
"Yah namanya juga manusia, suka khilaf. Yang paling disayang A...yang diajak buat komitment B, paling ujung-ujungnya nyesel. #AhokDjarot",yah nama manusia suka khilaf paling sayang ayang ajak buat komitment b paling ujungujungnya nyesel,negative
Enak sih nanti gubernur baru ini tinggal terima rapi #semangat #AhokDjarot,enak gubernur baru tinggal terima rapi,negative
"Bukti #AhokDjarot ..begtiu dicintai warganya,,Namun kalah terhornat karna Kelicikan yang menjijikan dari Lawanya..",bukti begtiu cinta warganyanamun kalah terhornat kelici jijik lawa,negative
#karanganbunga #karanganbungaahok #ahokdjarot Karangan Bunga yang Sindir Ahok - Djarot Dirusak,karang bunga sindir ahok djarot rusak,negative
dalam catatan sejarah dunia baru cuma #AhokDjarot yang kalah kebanjiran bunga #AhokRekorMuri,catat sejarah dunia baru cuma kalah banjir bunga,negative
Tukang karangan bunga yang tidak pilih ahok apa masih terima orderan masa mau buatin bunga buat orang kapir #karanganbungaahok #AhokDjarot,tukang karang bunga tidak NOT_pilih NOT_ahok apa terima order masa mau buatin bunga buat orang kapir,negative
Jakarta tanpa pak ahok bagaikan bis tanpa om telolet om...#GombalinAhok #AhokDjarot #AhokForNobel,jakarta pak ahok bagai bis om telolet om,negative
Kiriman bunga ke #AhokDjarot 2.600 mereka masih nyinyir.... kalau sudah 7 juta mereka pasti pingsan semua,kirim bunga nyinyir kalau juta mereka pasti pingsan semua,negative
#KaranganBungaAhok biarlah mereka menghibur diri...wkkwwkkwk. #AhokDjarot #ahokbali1,biar hibur diriwkkwwkkwk,negative
Banyak yang mulai SAKIT JIWA karena warga lebih cinta #AhokDjarot. #karanganbungaahok #GombalinAhok Kamis #LawanSekulerRadikal,banyak mulai sakit jiwa warga lebih cinta kamis,negative
#AhokDjarot kalahpun masih juga jadi sasaran kreator hoax,kalah juga jadi sasar kreator hoax,negative
Ahok bukan penista agama tapi dinistakan oleh orang yang mengaku beragama #AhokDjarot,ahok bukan NOT_nista NOT_agama nista orang aku agama,negative
Yang di dalam balaikota Seperti di Dalam museum di Paris yang mau moto lukisan monalisa... #ahokdjarot #AhokDicintaiRakyat #savejakarta,balaikota di museum di paris mau moto lukis monalisa,negative
"Menit ke 1:51 sedih banget huhuhu... IBU itu sama bapaknya nangis, #AhokDjarot #savejakarta",menit sedih sangat huhuhu ibu sama bapak nang,negative
"Stress, guberner yang didukung tidak diharapkan sama warga Jakarta... #AhokDjarot #savejakarta",stress guberner dukung harap sama warga jakarta,negative
"Gak murah nih ! , jika Ahok bukan Gubenur kesayangan warga Jakarta, emang siapa mau buang2 duit untuk beginian? #AhokDjarot",murah ahok bukan NOT_gubenur NOT_sayang warga jakarta memang siapa mau buang duit begini,negative
"Karangan bunga yang dikarang-karang untuk #AhokDjarot, sungguh kegilaan pasca kegilaan tuntutan JPU kasus #AhokPenistaAgama",karang bunga dikarangkarang sungguh gila pasca gila tuntut jpu kasus,negative
"Untuk pembenci pak basuki >""Benci boleh, goblok jangan""< #AhokDjarot #badja",benci pak basuki benci goblok jangan,negative
Pengamat: Cara yang Digunakan untuk Jungkalkan Ahok-Djarot Mirip Strategi ISIS #AhokDjarot,amat cara guna jungkal ahokdjarot mirip strategi isis,negative
#AhokDjarot membuktikan bahwa tak selamanya mantan itu digantikan dengan yang lebih baik #mantanterindah #akakakakakk #maapnyampah,bukti tak NOT_lama NOT_mantan ganti yang lebih baik,negative
Kajian ini gue liat pake perspektif netral loh ya. Coba lah kalo ngomong dipikir #AhokDjarot,kaji saya liat pakai perspektif netral coba kalau ngomong pikir,negative
Sederhana aja kan? Ya orang yang mempertanyakan soal susah move on berarti cuma yang sok skeptis dan tim kontra Ahok #AhokDjarot,sederhana orang tanya soal susah move on arti cuma sok skeptis tim kontra ahok,negative
"Di penutup, Paslon mengucapkan permintaan maaf. #AhokDjarot Melakukannya dengan baik. #AniesSandi kok minta maafnya gitu..?",tutup paslon ucap minta maaf laku baik minta maaf,negative
Masih baper tentang Ahok-Djarot <Disappointed Face>,baper ahokdjarot disappointed face,negative
"Bukan untuk memenangkan Anies-Sandi, tetapi untuk mengalahkan Ahok-Djarot. Tarik kesimpulannya sendiri yep",bukan NOT_menang NOT_aniessandi untuk kalah ahokdjarot tarik simpul sendiri yep,negative
"Sembako Murah Ala Timses Ahok-Djarot Langgar UU Pemilu Suap suara model begini, menghina kecerdasan warga..",sembako murah ala timses ahokdjarot langgar uu milu suap suara model begini hina cerdas warga,negative
Kok rasa2nya Ahok-Djarot bakal kalah ya.. Gerakan dan tindakan paslon 3 gencar dan mengerikan. <Face Screaming in Fear> <Face Screaming in Fear>,rasa ahokdjarot bakal kalah gera tindak paslon gencar keri face screaming in fear face screaming in fear,negative
Itu yang ngomong jangan pilih Ahok Djarot pernah merasakan banjir tidak sih? <Pouting Face>,yang ngomong jangan NOT_pilih NOT_ahok djarot pernah rasa banjir pouting face,negative
Dulu mereka bilang #AHY cagub #FPI sekarang #Anies cagub #FPI. Intinya #Ahoker buta peta politik <Zipper-Mouth Face>,dulu bilang cagub sekarang cagub inti buta peta politik zippermouth face,negative
Awas serbuan warga wahabi dari bogor dan depok #JakartaberAswaja #SJPKB #pilgubDKI #JakartaPunyaSemua,awas serbu warga wahabi bogor depok,negative
"Dipecat jadi menteri ,, gimana mau jadi gubernur? #no2 #pilihAhok #AhokDjarotDiRosi #Ahok #AhokDjarot #jangansalahpilih",pecat jadi menteri gimana mau jadi gubernur,negative
ikut2an #moneypolitic untuk kemenangan #ahokdjarot ?? <See-No-Evil Monkey>,ikut menang seenoevil monkey,negative
Kalo bete ama M Taufik boleh pilih #AhokDjarot nggak kak? Soooo PASTIIII !!! <Face With Steam From Nose> <Face With Steam From Nose> <FACE WITH TEARS OF JOY> <Smiling Face With Open Mouth & Smiling Eyes> <FACE WITH TEARS OF JOY> <grining face with smile eye> <Victory Hand> #JanganTakutPilih2 #PilihBaDja,kalau bete ama m taufik pilih kak soooo pastiiii face with steam from nose face with steam from nose face with tears of joy smiling face with open mouth smiling eyes face with tears of joy grining face with smile eye victory hand,negative
#AhokDjarot anti korup..kinerja kerja nyata.. Kebersihan Tata ruang kota.. Jakarta..makin baik? <Weary Face> <Weary Face>,anti korupkinerja kerja nyata bersih tata ruang kota jakartamakin baik weary face weary face,negative
"Diberbagai survei, debat dimenangkan paslon no 3 nih. #Aniesbaswedan #AhokDjarot",bagai survei debat menang paslon no,negative
Rizieq minta pengikutnya untuk TERNAK AKUN disosmed. jadi jangan heran kalau akun twitter tiba2 diserbu PASUKAN CACI MAKI <grining face with smile eye> <Face Screaming in Fear> <Face Screaming in Fear>,rizieq minta ikut ternak akun disosmed jadi jangan NOT_heran NOT_kalau akun twitter tiba serbu pasu caci maki grining face with smile eye face screaming in fear face screaming in fear,negative
Wasekjen MUI Nilai Video Kampanye Ahok-Djarot Suduntukan Umat Islam #News #AhokDjarot,wasekjen mui nilai video kampanye ahokdjarot suduntukan umat islam,negative
Tidak usah mikir coblos sebelah kiri #ahokdjarot <FACE WITH STUCK-OUT TOUNGES> <FACE WITH STUCK-OUT TOUNGES> <Victory Hand>,usah mikir coblos belah kiri face with stuckout tounges face with stuckout tounges victory hand,negative
Video Kampanye Ahok-Djarot Telah Hancurkan Kebhinekaan #News #AhokDjarot,video kampanye ahokdjarot hancur kebhinekaan,negative
SAAT ALIEN MENYERANG INDONESIA #pertempuranakhirjawarajkt #deklarasippp #rompiskasmaran #ahokdjarot #aniessandi,alien serang indonesia,negative
Lulung nyampah jadi timses anies sandi gara gara takut kena semprot ahok <FACE WITH TEARS OF JOY> #AhokDjarot <FACE WITH STUCK-OUT TOUNGES>,lulung nyampah jadi timses anies sandi gara gara takut kena semprot ahok face with tears of joy face with stuckout tounges,negative
#ahok #Ahokdjarot #3ya3 memang pilpres sabang sampai merauke? lewat,memang pilpres sabang merauke lewat,negative
"Mentang mentang nama belakangnya sama, mau ambil keuntungan saja. Yang Novel iya yang Anies gak #AhokDjarot #pilgubDKI",mentang mentang nama belakang sama mau ambil untung novel iya yang anies,negative
#AhokDjarot mencari orang pintar buanyak di Jakarta. Mencari orang yang jujur anti korupsi suka bekerja keras...itu yang sulit.,cari orang pintar buanyak jakarta cari orang jujur anti korupsi suka kerja kerasitu sulit,negative
"Timses anies ngomongnya sok kayak motivator, udah ahok terbaik kok jadi gubernur. Liat hasil kerjanya aja deh #AhokDjarot",timses anies ngomongnya sok motivator ahok baik jadi gubernur liat hasil kerja,negative
